Season,Team,Player,Age,Position,Games,Games_Started,Minutes_Played,Field_Goal_Percentage,FG_percentage_on_FGAs_that_are_0_to_3_feet_from_the_basket,FG_percentage_on_FGAs_that_are_3_to_10_feet_from_the_basket,FG_percentage_on_FGAs_that_are_10_to_16_feet_from_the_basket,FG_percentage_on_FGAs_that_are_more_than_16_feet_from_the_basket,FG_percentage_on_FGAs_that_are_3_Pt_FGAs
2015-16,Sacremento Kings,Darren Collison,28,PG,74,15,2219,.486,.645,.398,.493,.448,.401
2015-16,Sacremento Kings,Omri Casspi,27,PF,69,21,1880,.481,.661,.440,.214,.000,.409
2015-16,Sacremento Kings,Marco Belinelli,29,SG,68,7,1672,.386,.767,.303,.405,.427,.306
2015-16,Sacremento Kings,Kosta Koufos,26,C,78,14,1482,.532,.695,.450,.324,.000,0
2015-16,Sacremento Kings,Ben McLemore,22,SG,68,53,1443,.429,.689,.238,.500,.297,.362
2015-16,Sacremento Kings,Willie Cauley-Stein,22,C,66,39,1412,.563,.667,.457,.364,.263,.000
2015-16,Sacremento Kings,Quincy Acy,25,PF,59,29,876,.556,.735,.385,.500,.424,.388
2015-16,Sacremento Kings,James Anderson,26,SG,51,15,721,.376,.622,.407,.000,.455,.267
2015-16,Sacremento Kings,Seth Curry,25,PG,44,9,692,.455,.700,.394,.563,.364,.450
2015-16,Sacremento Kings,Caron Butler,35,SF,17,1,176,.424,.500,.667,.667,.481,.167
2015-16,Sacremento Kings,Eric Moreland,24,PF,8,0,48,.500,1.000,.000,0,0,0
2015-16,Sacremento Kings,Duje Dukan,24,SF,1,0,24,.200,0,.000,0,.000,.400
2015-16,San Antonio Spurs,Kawhi Leonard,24,SF,72,72,2380,.506,.730,.472,.498,.376,.443
2015-16,San Antonio Spurs,LaMarcus Aldridge,30,PF,74,74,2261,.513,.733,.465,.427,.426,.000
2015-16,San Antonio Spurs,Danny Green,28,SG,79,79,2062,.376,.602,.250,.361,.340,.332
2015-16,San Antonio Spurs,Tony Parker,33,PG,72,72,1980,.493,.615,.431,.420,.455,.415
2015-16,San Antonio Spurs,Patty Mills,27,PG,81,3,1662,.425,.655,.294,.429,.395,.384
2015-16,San Antonio Spurs,Tim Duncan,39,C,61,60,1536,.488,.671,.458,.385,.278,.000
2015-16,San Antonio Spurs,David West,35,PF,78,19,1404,.545,.713,.485,.500,.484,.429
2015-16,San Antonio Spurs,Boris Diaw,33,PF,76,4,1386,.527,.662,.547,.250,.414,.362
2015-16,San Antonio Spurs,Kyle Anderson,22,SF,78,11,1245,.468,.609,.373,.500,.452,.324
2015-16,San Antonio Spurs,Manu Ginóbili,38,SG,58,0,1134,.453,.537,.450,.395,.541,.391
2015-16,San Antonio Spurs,Jonathon Simmons,26,SG,55,2,813,.504,.664,.340,.385,.333,.383
2015-16,San Antonio Spurs,Boban Marjanović,27,C,54,4,508,.603,.738,.500,.391,.571,0
2015-16,San Antonio Spurs,Rasual Butler,36,SF,46,0,432,.471,.789,.250,.455,.786,.306
2015-16,San Antonio Spurs,Kevin Martin,32,SG,16,1,261,.353,.500,.333,.214,.364,.333
2015-16,San Antonio Spurs,Ray McCallum,24,PG,31,3,256,.403,.600,.167,.400,.300,.313
2015-16,San Antonio Spurs,Matt Bonner,35,C,30,2,206,.509,.429,.833,.750,.500,.441
2015-16,San Antonio Spurs,Andre Miller,39,PG,13,4,181,.479,.500,.545,.455,.500,.250
2015-16,Toronto Raptors,Kyle Lowry,29,PG,77,77,2851,.427,.602,.355,.357,.386,.388
2015-16,Toronto Raptors,DeMar DeRozan,26,SG,78,78,2804,.446,.630,.433,.415,.359,.338
2015-16,Toronto Raptors,Cory Joseph,24,SG,80,4,2046,.439,.615,.400,.385,.406,.273
2015-16,Toronto Raptors,Patrick Patterson,26,PF,79,0,2020,.414,.525,.560,.349,.429,.362
2015-16,Toronto Raptors,Bismack Biyombo,23,C,82,22,1808,.542,.640,.322,.448,.300,.000
2015-16,Toronto Raptors,Terrence Ross,24,SF,73,7,1747,.431,.704,.474,.468,.395,.386
2015-16,Toronto Raptors,Luis Scola,35,PF,76,76,1636,.450,.613,.403,.341,.369,.404
2015-16,Toronto Raptors,Jonas Valančiūnas,23,C,60,59,1557,.565,.646,.473,.489,.424,0
2015-16,Toronto Raptors,James Johnson,28,PF,57,32,926,.475,.632,.400,.286,.308,.303
2015-16,Toronto Raptors,DeMarre Carroll,29,SF,26,22,786,.389,.576,.286,.235,.250,.390
2015-16,Toronto Raptors,Norman Powell,22,SG,49,24,725,.424,.609,.120,.316,.394,.404
2015-16,Toronto Raptors,Jason Thompson,29,C,19,6,292,.485,.654,.538,.000,.429,.333
2015-16,Toronto Raptors,Delon Wright,23,PG,27,1,229,.450,.561,.333,.200,.286,.385
2015-16,Toronto Raptors,Lucas Nogueira,23,C,29,1,225,.636,.722,.333,.000,.000,.333
2015-16,Toronto Raptors,Anthony Bennett,22,PF,19,0,84,.296,.625,.000,.000,0,.214
2015-16,Toronto Raptors,Bruno Caboclo,20,SF,6,1,43,.083,0,.000,.000,.000,.143
2015-16,Utah Jazz,Gordon Hayward,25,SF,80,80,2893,.433,.622,.438,.409,.375,.349
2015-16,Utah Jazz,Rodney Hood,23,SG,79,79,2541,.420,.611,.448,.421,.432,.359
2015-16,Utah Jazz,Derrick Favors,24,PF,62,59,1983,.515,.714,.453,.391,.331,.000
2015-16,Utah Jazz,Rudy Gobert,23,C,61,60,1932,.559,.641,.226,.000,.333,0
2015-16,Utah Jazz,Trevor Booker,28,PF,79,2,1632,.490,.635,.306,.133,.222,.293
2015-16,Utah Jazz,Raul Neto,23,PG,81,53,1499,.431,.586,.328,.354,.444,.395
2015-16,Utah Jazz,Trey Lyles,20,PF,80,33,1382,.438,.573,.392,.418,.403,.383
2015-16,Utah Jazz,Trey Burke,23,PG,64,0,1366,.413,.525,.392,.480,.438,.344
2015-16,Utah Jazz,Joe Ingles,28,SF,81,2,1241,.426,.743,.333,.800,.313,.386
2015-16,Utah Jazz,Shelvin Mack,25,PG,28,27,879,.444,.672,.427,.370,.333,.357
2015-16,Utah Jazz,Chris Johnson,25,SF,70,2,857,.371,.667,.118,.286,.438,.273
2015-16,Utah Jazz,Alec Burks,24,SG,31,3,797,.410,.570,.321,.341,.306,.405
2015-16,Utah Jazz,Jeff Withey,25,C,51,10,658,.537,.653,.405,.429,.222,.000
2015-16,Utah Jazz,Elijah Millsap,28,SG,20,0,173,.282,.500,.000,0,.000,.083
2015-16,Utah Jazz,Tibor Pleiß,26,C,12,0,82,.440,.462,.167,1.000,1.000,.000
2015-16,Utah Jazz,Erick Green,24,PG,6,0,35,.417,0,.500,.500,.500,.250
2015-16,Utah Jazz,J.J. O'Brien,23,SF,2,0,6,.000,0,.000,0,0,0
2015-16,Washington Wizards,John Wall,25,PG,77,77,2784,.424,.598,.302,.370,.359,.351
2015-16,Washington Wizards,Otto Porter Jr.,22,SF,75,73,2276,.473,.674,.364,.450,.472,.367
2015-16,Washington Wizards,Marcin Gortat,31,C,75,74,2256,.567,.704,.490,.403,.433,.000
2015-16,Washington Wizards,Jared Dudley,30,PF,81,41,2098,.478,.758,.385,.464,.469,.420
2015-16,Washington Wizards,Garrett Temple,29,SF,80,43,1951,.398,.561,.306,.348,.333,.345
2015-16,Washington Wizards,Bradley Beal,22,SG,55,35,1708,.449,.639,.451,.405,.357,.387
2015-16,Washington Wizards,Ramon Sessions,29,PG,82,5,1667,.473,.576,.375,.468,.559,.324
2015-16,Washington Wizards,Nenê,33,PF,57,11,1094,.544,.698,.449,.396,.390,.000
2015-16,Washington Wizards,Gary Neal,31,SG,40,2,807,.465,.652,.538,.412,.465,.410
2015-16,Washington Wizards,Markieff Morris,26,PF,27,21,712,.467,.698,.452,.472,.426,.316
2015-16,Washington Wizards,Kelly Oubre Jr.,20,SF,63,9,671,.427,.591,.333,.600,.000,.316
2015-16,Washington Wizards,Kris Humphries,30,PF,28,14,466,.405,.629,.125,.333,.464,.343
2015-16,Washington Wizards,Drew Gooden,34,PF,30,0,305,.320,.480,.333,.364,.389,.171
2015-16,Washington Wizards,Marcus Thornton,28,SG,14,2,224,.393,.700,.273,.667,.083,.333
2015-16,Washington Wizards,DeJuan Blair,26,C,29,0,218,.412,.538,.294,.400,.333,.000
2015-16,Washington Wizards,Alan Anderson,33,SG,13,0,192,.356,.556,.200,.333,.500,.324
2015-16,Washington Wizards,Jarell Eddie,24,SF,26,0,147,.308,.000,.200,.000,.500,.319
2015-16,Washington Wizards,J.J. Hickson,27,C,15,0,131,.543,.739,.385,.600,.000,.000
2015-16,Washington Wizards,Ryan Hollins,31,C,5,3,48,.571,.667,.500,1.000,.000,0
2016-17,Atlanta Hawks,Dennis Schröder,23,PG,79,78,2485,.451,.558,.382,.387,.456,.340
2016-17,Atlanta Hawks,Paul Millsap,31,PF,69,67,2343,.442,.611,.395,.475,.379,.311
2016-17,Atlanta Hawks,Dwight Howard,31,C,74,74,2199,.633,.735,.327,.333,.261,.000
2016-17,Atlanta Hawks,Tim Hardaway Jr.,24,SG,79,30,2154,.455,.654,.408,.400,.398,.357
2016-17,Atlanta Hawks,Kent Bazemore,27,SF,73,64,1963,.409,.566,.222,.311,.434,.346
2016-17,Atlanta Hawks,Thabo Sefolosha,32,SF,62,42,1596,.441,.625,.343,.273,.355,.342
2016-17,Atlanta Hawks,Malcolm Delaney,27,PG,73,2,1248,.374,.426,.269,.296,.472,.236
2016-17,Atlanta Hawks,Mike Muscala,25,C,70,3,1237,.504,.684,.423,.477,.424,.418
2016-17,Atlanta Hawks,Taurean Prince,22,SF,59,10,981,.400,.534,.342,.259,.375,.324
2016-17,Atlanta Hawks,Kyle Korver,35,SG,32,21,894,.439,.643,.333,.375,.492,.409
2016-17,Atlanta Hawks,Kris Humphries,31,PF,56,4,689,.407,.538,.059,.333,.429,.352
2016-17,Atlanta Hawks,Ersan İlyasova,29,PF,26,12,633,.412,.452,.364,.500,.519,.348
2016-17,Atlanta Hawks,Mike Dunleavy,36,SF,30,0,475,.438,.593,.000,.250,.333,.429
2016-17,Atlanta Hawks,DeAndre' Bembry,22,SF,38,1,371,.480,.632,.333,.333,.800,.056
2016-17,Atlanta Hawks,José Calderón,35,PG,17,2,247,.404,.727,0,.000,.467,.267
2016-17,Atlanta Hawks,Mike Scott,28,PF,18,0,195,.288,.571,.400,.300,.500,.148
2016-17,Atlanta Hawks,Ryan Kelly,25,PF,16,0,110,.286,.400,.000,.500,.167,.400
2016-17,Atlanta Hawks,Lamar Patterson,25,SG,5,0,40,.200,.200,.000,.500,0,.167
2016-17,Atlanta Hawks,Gary Neal,32,SG,2,0,18,.000,0,0,.000,.000,.000
2016-17,Atlanta Hawks,Edy Tavares,24,C,1,0,4,1.000,1.000,0,0,0,0
2016-17,Boston Celtics,Isaiah Thomas,27,PG,76,76,2569,.463,.589,.359,.516,.500,.379
2016-17,Boston Celtics,Marcus Smart,22,SG,79,24,2399,.359,.488,.396,.362,.333,.283
2016-17,Boston Celtics,Jae Crowder,26,SF,72,72,2335,.463,.739,.321,.444,.356,.398
2016-17,Boston Celtics,Al Horford,30,C,68,68,2193,.473,.708,.472,.392,.450,.355
2016-17,Boston Celtics,Avery Bradley,26,SG,55,55,1835,.463,.622,.356,.529,.408,.390
2016-17,Boston Celtics,Amir Johnson,29,PF,80,77,1608,.576,.716,.434,.400,.400,.409
2016-17,Boston Celtics,Kelly Olynyk,25,C,75,6,1538,.512,.754,.429,.364,.357,.354
2016-17,Boston Celtics,Jaylen Brown,20,SF,78,20,1341,.454,.614,.382,.344,.290,.341
2016-17,Boston Celtics,Terry Rozier,22,PG,74,0,1263,.367,.469,.243,.368,.409,.318
2016-17,Boston Celtics,Jonas Jerebko,29,PF,78,6,1232,.435,.646,.349,.250,.625,.346
2016-17,Boston Celtics,Gerald Green,31,SF,47,0,538,.409,.647,.364,.395,.393,.351
2016-17,Boston Celtics,Tyler Zeller,27,C,51,5,525,.494,.620,.400,.000,.378,.000
2016-17,Boston Celtics,James Young,21,SG,29,0,220,.431,.900,.400,.250,.250,.343
2016-17,Boston Celtics,Jordan Mickey,22,PF,25,1,141,.441,.522,.200,0,.400,.000
2016-17,Boston Celtics,Demetrius Jackson,22,PG,5,0,17,.750,1.000,0,0,.500,1.000
2016-17,Brooklyn Nets,Brook Lopez,28,C,75,75,2222,.474,.675,.479,.468,.326,.346
2016-17,Brooklyn Nets,Rondae Hollis-Jefferson,22,SF,78,50,1761,.434,.584,.296,.347,.308,.224
2016-17,Brooklyn Nets,Sean Kilpatrick,27,SG,70,24,1754,.415,.582,.362,.286,.423,.341
2016-17,Brooklyn Nets,Trevor Booker,29,PF,71,43,1754,.516,.658,.476,.324,.319,.321
2016-17,Brooklyn Nets,Isaiah Whitehead,21,PG,73,26,1643,.402,.520,.384,.345,.313,.295
2016-17,Brooklyn Nets,Bojan Bogdanović,27,SF,55,54,1482,.440,.610,.411,.289,.395,.357
2016-17,Brooklyn Nets,Spencer Dinwiddie,23,PG,59,18,1334,.444,.584,.362,.325,.556,.376
2016-17,Brooklyn Nets,Randy Foye,33,SG,69,40,1284,.363,.542,.324,.250,.280,.330
2016-17,Brooklyn Nets,Caris LeVert,22,SF,57,26,1237,.450,.676,.351,.556,.440,.321
2016-17,Brooklyn Nets,Justin Hamilton,26,C,64,7,1177,.459,.740,.484,.417,.417,.306
2016-17,Brooklyn Nets,Joe Harris,25,SG,52,11,1138,.425,.556,.417,.500,.286,.385
2016-17,Brooklyn Nets,Jeremy Lin,28,PG,36,33,883,.438,.553,.377,.538,.420,.372
2016-17,Brooklyn Nets,Quincy Acy,26,PF,32,1,510,.425,.488,.222,.250,.500,.434
2016-17,Brooklyn Nets,Luis Scola,36,PF,36,1,461,.470,.672,.400,.375,.000,.340
2016-17,Brooklyn Nets,K.J. McDaniels,23,SF,20,0,293,.455,.647,.500,.250,.500,.282
2016-17,Brooklyn Nets,Anthony Bennett,23,PF,23,1,264,.413,.676,.250,.000,.000,.271
2016-17,Brooklyn Nets,Archie Goodwin,22,SG,12,0,184,.557,.632,.600,1.000,.500,.308
2016-17,Brooklyn Nets,Yogi Ferrell,23,PG,10,0,151,.367,.625,.500,.333,.333,.296
2016-17,Brooklyn Nets,Andrew Nicholson,27,PF,10,0,111,.382,.833,.400,.125,.750,.182
2016-17,Brooklyn Nets,Chris McCullough,21,PF,14,0,72,.516,.571,.500,1.000,.400,.167
2016-17,Brooklyn Nets,Greivis Vásquez,30,PG,3,0,39,.250,.000,.000,1.000,0,.333
2016-17,Charlotte Hornets,Kemba Walker,26,PG,79,79,2739,.444,.549,.330,.387,.428,.399
2016-17,Charlotte Hornets,Nicolas Batum,28,SG,77,77,2617,.403,.640,.384,.435,.389,.333
2016-17,Charlotte Hornets,Michael Kidd-Gilchrist,23,SF,81,81,2349,.477,.621,.263,.467,.350,.111
2016-17,Charlotte Hornets,Marvin Williams,30,PF,76,76,2295,.422,.611,.416,.367,.359,.350
2016-17,Charlotte Hornets,Frank Kaminsky,23,C,75,16,1954,.399,.587,.427,.305,.267,.328
2016-17,Charlotte Hornets,Marco Belinelli,30,SG,74,0,1778,.429,.667,.344,.469,.436,.360
2016-17,Charlotte Hornets,Cody Zeller,24,C,62,58,1725,.571,.655,.477,.615,.264,.000
2016-17,Charlotte Hornets,Jeremy Lamb,24,SG,62,5,1143,.460,.699,.481,.481,.403,.281
2016-17,Charlotte Hornets,Ramon Sessions,30,PG,50,1,811,.380,.512,.333,.281,.292,.339
2016-17,Charlotte Hornets,Roy Hibbert,30,C,42,13,671,.542,.696,.422,.529,.423,0
2016-17,Charlotte Hornets,Spencer Hawes,28,PF,35,1,626,.477,.646,.541,.462,.238,.291
2016-17,Charlotte Hornets,Brian Roberts,31,PG,41,2,416,.377,.429,.143,.333,.464,.386
2016-17,Charlotte Hornets,Treveon Graham,23,SG,27,1,189,.475,.455,.429,1.000,.167,.600
2016-17,Charlotte Hornets,Miles Plumlee,28,C,13,0,174,.583,.625,.571,.000,0,0
2016-17,Charlotte Hornets,Briante Weber,24,PG,13,0,159,.435,.667,.556,.400,.000,.143
2016-17,Charlotte Hornets,Christian Wood,21,PF,13,0,107,.522,.800,.000,.000,0,.000
2016-17,Charlotte Hornets,Johnny O'Bryant,23,PF,4,0,34,.533,.500,1.000,.500,.500,.333
2016-17,Charlotte Hornets,Mike Tobey,22,C,2,0,25,.250,.333,0,0,.000,0
2016-17,Charlotte Hornets,Aaron Harrison,22,SG,5,0,17,.000,0,0,0,.000,.000
2016-17,Chicago Bulls,Jimmy Butler,27,SF,76,75,2809,.455,.612,.513,.376,.366,.367
2016-17,Chicago Bulls,Robin Lopez,28,C,81,81,2271,.493,.566,.474,.452,.449,.000
2016-17,Chicago Bulls,Rajon Rondo,30,PG,69,42,1843,.408,.497,.459,.147,.330,.376
2016-17,Chicago Bulls,Dwyane Wade,35,SG,60,59,1792,.434,.569,.425,.431,.374,.310
2016-17,Chicago Bulls,Nikola Mirotić,25,PF,70,15,1679,.413,.643,.409,.459,.297,.342
2016-17,Chicago Bulls,Taj Gibson,31,PF,55,55,1502,.521,.680,.454,.405,.348,.167
2016-17,Chicago Bulls,Doug McDermott,25,SF,44,4,1078,.445,.587,.457,.415,.452,.373
2016-17,Chicago Bulls,Cristiano Felício,24,C,66,0,1040,.579,.658,.423,.429,.286,0
2016-17,Chicago Bulls,Jerian Grant,24,PG,63,28,1028,.425,.630,.345,.441,.400,.366
2016-17,Chicago Bulls,Bobby Portis,21,PF,64,13,1000,.488,.690,.550,.302,.474,.333
2016-17,Chicago Bulls,Denzel Valentine,23,SG,57,0,976,.354,.545,.231,.417,.300,.351
2016-17,Chicago Bulls,Michael Carter-Williams,25,PG,45,19,846,.366,.519,.378,.295,.296,.234
2016-17,Chicago Bulls,Paul Zipser,22,SF,44,18,843,.398,.612,.333,.364,.341,.333
2016-17,Chicago Bulls,Isaiah Canaan,25,SG,39,0,592,.364,.538,.636,.273,.350,.266
2016-17,Chicago Bulls,Joffrey Lauvergne,25,C,20,1,241,.402,.585,.263,.500,.000,.300
2016-17,Chicago Bulls,Cameron Payne,22,PG,11,0,142,.333,.375,.500,.600,.100,.324
2016-17,Chicago Bulls,Anthony Morrow,31,SG,9,0,87,.414,.500,.200,.667,.000,.429
2016-17,Chicago Bulls,R.J. Hunter,23,SG,3,0,9,.000,0,0,0,0,.000
2016-17,Cleveland Caveliers,LeBron James,32,SF,74,74,2794,.548,.780,.385,.440,.307,.363
2016-17,Cleveland Caveliers,Kyrie Irving,24,PG,72,72,2525,.473,.603,.362,.469,.485,.401
2016-17,Cleveland Caveliers,Tristan Thompson,25,C,78,78,2336,.600,.677,.435,.467,.500,.000
2016-17,Cleveland Caveliers,Iman Shumpert,26,SG,76,31,1937,.411,.622,.125,.375,.474,.360
2016-17,Cleveland Caveliers,Kevin Love,28,PF,60,60,1885,.427,.560,.415,.430,.397,.373
2016-17,Cleveland Caveliers,Richard Jefferson,36,SF,79,13,1614,.446,.770,.200,.500,.211,.333
2016-17,Cleveland Caveliers,Channing Frye,33,C,74,15,1398,.458,.642,.400,.533,.531,.409
2016-17,Cleveland Caveliers,J.R. Smith,31,SG,41,35,1187,.346,.625,.000,.357,.222,.351
2016-17,Cleveland Caveliers,Kyle Korver,35,SG,35,1,859,.487,.714,.750,.250,.524,.485
2016-17,Cleveland Caveliers,DeAndre Liggins,28,SG,61,19,752,.382,.517,.083,.000,.200,.378
2016-17,Cleveland Caveliers,Deron Williams,32,PG,24,4,486,.463,.545,.520,.375,.484,.415
2016-17,Cleveland Caveliers,Derrick Williams,25,PF,25,0,427,.505,.675,.400,.000,.667,.404
2016-17,Cleveland Caveliers,Kay Felder,21,PG,42,0,386,.392,.500,.059,.381,.432,.318
2016-17,Cleveland Caveliers,Jordan McRae,25,SG,37,4,384,.387,.442,.353,.105,.650,.353
2016-17,Cleveland Caveliers,James Jones,36,SF,48,2,381,.478,.667,.000,.800,.385,.470
2016-17,Cleveland Caveliers,Mike Dunleavy,36,SF,23,2,366,.400,.737,.000,.500,.167,.351
2016-17,Cleveland Caveliers,Chris Andersen,38,C,12,0,114,.409,.500,1.000,.000,.333,.000
2016-17,Cleveland Caveliers,Edy Tavares,24,C,1,0,24,.750,1.000,.667,0,0,0
2016-17,Cleveland Caveliers,Larry Sanders,28,C,5,0,13,.250,.333,.000,0,0,0
2016-17,Cleveland Caveliers,Dahntay Jones,36,SF,1,0,12,.375,1.000,.000,.000,1.000,.000
2016-17,Cleveland Caveliers,Andrew Bogut,32,C,1,0,1,0,0,0,0,0,0
2016-17,Dallas Mavericks,Harrison Barnes,24,PF,79,79,2803,.468,.679,.483,.452,.398,.351
2016-17,Dallas Mavericks,Wesley Matthews,30,SG,73,73,2495,.393,.552,.377,.432,.356,.363
2016-17,Dallas Mavericks,Seth Curry,26,PG,70,42,2029,.481,.637,.584,.516,.424,.425
2016-17,Dallas Mavericks,Dorian Finney-Smith,23,PF,81,35,1642,.372,.609,.280,.125,.304,.293
2016-17,Dallas Mavericks,Dirk Nowitzki,38,PF,54,54,1424,.437,.571,.444,.476,.439,.378
2016-17,Dallas Mavericks,Dwight Powell,25,C,77,3,1333,.515,.762,.385,.400,.293,.284
2016-17,Dallas Mavericks,Deron Williams,32,PG,40,40,1171,.430,.542,.484,.451,.470,.348
2016-17,Dallas Mavericks,Devin Harris,33,PG,65,0,1087,.399,.565,.297,.500,.419,.328
2016-17,Dallas Mavericks,Yogi Ferrell,23,PG,36,29,1046,.412,.522,.371,.406,.344,.403
2016-17,Dallas Mavericks,Salah Mejri,30,C,73,11,905,.642,.733,.500,.800,.083,.333
2016-17,Dallas Mavericks,J.J. Barea,32,PG,35,6,771,.414,.540,.414,.442,.432,.358
2016-17,Dallas Mavericks,Justin Anderson,23,SF,51,2,710,.401,.671,.333,.250,.071,.303
2016-17,Dallas Mavericks,Andrew Bogut,32,C,26,21,582,.469,.568,.421,.200,0,.000
2016-17,Dallas Mavericks,Nicolás Brussino,23,SG,54,2,521,.369,.750,.556,.250,.381,.305
2016-17,Dallas Mavericks,Nerlens Noel,22,C,22,12,483,.575,.695,.571,.267,.250,0
2016-17,Dallas Mavericks,Jonathan Gibson,29,PG,17,0,231,.368,.412,.333,.556,.333,.333
2016-17,Dallas Mavericks,A.J. Hammons,24,C,22,0,163,.405,.500,.000,.167,.467,.500
2016-17,Dallas Mavericks,Jarrod Uthoff,23,PF,9,0,115,.421,.556,.500,.429,.200,.333
2016-17,Dallas Mavericks,Pierre Jackson,25,PG,8,1,84,.333,.455,.333,.250,.300,.273
2016-17,Dallas Mavericks,Quinn Cook,23,PG,5,0,77,.440,.000,1.000,.000,.750,.357
2016-17,Dallas Mavericks,Quincy Acy,26,PF,6,0,48,.294,.500,.500,1.000,.000,.143
2016-17,Dallas Mavericks,Manny Harris,27,SG,4,0,25,.200,.500,.200,0,.000,.000
2016-17,Dallas Mavericks,DeAndre Liggins,28,SG,1,0,25,.500,.750,.000,0,0,.000
2016-17,Dallas Mavericks,Ben Bentil,21,PF,3,0,10,.000,0,.000,0,.000,.000
2016-17,Denver Nuggets,Wilson Chandler,29,SF,71,33,2197,.461,.680,.433,.391,.429,.337
2016-17,Denver Nuggets,Danilo Gallinari,28,SF,63,63,2134,.447,.679,.382,.329,.411,.389
2016-17,Denver Nuggets,Jameer Nelson,34,PG,75,39,2045,.444,.594,.479,.324,.430,.388
2016-17,Denver Nuggets,Nikola Jokić,21,C,73,59,2038,.578,.674,.624,.530,.552,.324
2016-17,Denver Nuggets,Gary Harris,22,SG,57,56,1782,.502,.656,.361,.444,.388,.420
2016-17,Denver Nuggets,Jamal Murray,19,SG,82,10,1764,.404,.612,.357,.379,.341,.334
2016-17,Denver Nuggets,Will Barton,26,SG,60,19,1705,.443,.579,.379,.460,.353,.370
2016-17,Denver Nuggets,Emmanuel Mudiay,20,PG,55,41,1406,.377,.505,.290,.262,.327,.315
2016-17,Denver Nuggets,Kenneth Faried,27,PF,61,34,1296,.548,.654,.393,.438,.091,.000
2016-17,Denver Nuggets,Juancho Hernangómez,21,PF,62,9,842,.451,.595,.318,.000,.143,.407
2016-17,Denver Nuggets,Jusuf Nurkić,22,C,45,29,807,.507,.579,.412,.400,.235,0
2016-17,Denver Nuggets,Darrell Arthur,28,PF,41,7,639,.442,.600,.000,.471,.364,.453
2016-17,Denver Nuggets,Mason Plumlee,26,C,27,10,632,.547,.645,.436,.143,.250,.000
2016-17,Denver Nuggets,Malik Beasley,20,SG,22,1,165,.452,.618,.000,.200,.400,.321
2016-17,Denver Nuggets,Mike Miller,36,SF,20,0,151,.391,0,.500,0,.000,.400
2016-17,Denver Nuggets,Alonzo Gee,29,SF,13,0,89,.214,.500,.000,.000,0,.000
2016-17,Denver Nuggets,Johnny O'Bryant,23,PF,7,0,46,.467,.800,.000,.500,.000,.667
2016-17,Denver Nuggets,Roy Hibbert,30,C,6,0,11,.667,.500,1.000,0,0,0
2016-17,Denver Nuggets,Jarnell Stokes,23,C,2,0,7,1.000,1.000,0,0,0,0
2016-17,Detroit Pistons,Tobias Harris,24,PF,82,48,2567,.481,.705,.474,.444,.487,.347
2016-17,Detroit Pistons,Marcus Morris,27,SF,79,79,2565,.418,.623,.356,.430,.459,.331
2016-17,Detroit Pistons,Kentavious Caldwell-Pope,23,SG,76,75,2529,.399,.610,.274,.381,.413,.350
2016-17,Detroit Pistons,Andre Drummond,23,C,81,81,2409,.530,.684,.381,.406,.000,.286
2016-17,Detroit Pistons,Ish Smith,28,PG,81,32,1955,.439,.573,.328,.491,.429,.267
2016-17,Detroit Pistons,Jon Leuer,27,PF,75,34,1944,.480,.788,.423,.453,.354,.293
2016-17,Detroit Pistons,Reggie Jackson,26,PG,52,50,1424,.419,.510,.371,.437,.440,.359
2016-17,Detroit Pistons,Stanley Johnson,20,SF,77,1,1371,.353,.644,.255,.511,.266,.292
2016-17,Detroit Pistons,Aron Baynes,30,C,75,2,1163,.513,.566,.429,.526,.429,0
2016-17,Detroit Pistons,Beno Udrih,34,PG,39,0,560,.467,.595,.526,.509,.367,.344
2016-17,Detroit Pistons,Reggie Bullock,25,SF,31,5,467,.422,.655,.143,.333,.308,.384
2016-17,Detroit Pistons,Darrun Hilliard,23,SG,39,1,381,.373,.647,.294,.500,.389,.261
2016-17,Detroit Pistons,Boban Marjanović,28,C,35,0,293,.545,.764,.391,.385,0,0
2016-17,Detroit Pistons,Henry Ellenson,20,PF,19,2,146,.359,.643,.333,.000,.300,.286
2016-17,Detroit Pistons,Michael Gbinije,24,SG,9,0,32,.100,.250,0,0,.000,.000
2016-17,Golden State Warriors,Klay Thompson,26,SG,78,78,2649,.468,.664,.393,.474,.462,.414
2016-17,Golden State Warriors,Stephen Curry,28,PG,79,79,2638,.468,.642,.400,.451,.455,.411
2016-17,Golden State Warriors,Draymond Green,26,PF,76,76,2471,.418,.637,.211,.174,.250,.308
2016-17,Golden State Warriors,Kevin Durant,28,PF,62,62,2070,.537,.796,.487,.430,.555,.375
2016-17,Golden State Warriors,Andre Iguodala,33,SF,76,0,1998,.528,.767,.333,.286,.545,.362
2016-17,Golden State Warriors,Shaun Livingston,31,PG,76,3,1345,.547,.786,.683,.458,.364,.333
2016-17,Golden State Warriors,Zaza Pachulia,32,C,70,70,1268,.534,.618,.391,.308,.414,.000
2016-17,Golden State Warriors,Ian Clark,25,SG,77,0,1137,.487,.676,.436,.467,.547,.374
2016-17,Golden State Warriors,Patrick McCaw,21,SG,71,20,1074,.433,.690,.421,.286,.222,.333
2016-17,Golden State Warriors,David West,36,C,68,0,854,.536,.667,.509,.385,.510,.375
2016-17,Golden State Warriors,JaVale McGee,29,C,77,10,739,.652,.730,.400,.500,.000,.000
